Title;Rule ID;Group ID;Profiles;Value
Ensure core dumps are restricted;xccdf_org.cisecurity.benchmarks_rule_1.6.1_Ensure_core_dumps_are_restricted;xccdf_org.cisecurity.benchmarks_group_1.6_Additional_Process_Hardening;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;^\s*fs\.suid_dumpable\s*=\s*0\s*$
Ensure address space layout randomization (ASLR) is enabled;xccdf_org.cisecurity.benchmarks_rule_1.6.2_Ensure_address_space_layout_randomization_ASLR_is_enabled;xccdf_org.cisecurity.benchmarks_group_1.6_Additional_Process_Hardening;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;^kernel\.randomize_va_space\s+=\s+2\s*$
Ensure SELinux is installed;xccdf_org.cisecurity.benchmarks_rule_1.7.1.1_Ensure_SELinux_is_installed;xccdf_org.cisecurity.benchmarks_group_1.7_Mandatory_Access_Control;Level 2 - Server, Level 2 - Workstation;
Ensure SELinux is not disabled in bootloader configuration;xccdf_org.cisecurity.benchmarks_rule_1.7.1.2_Ensure_SELinux_is_not_disabled_in_bootloader_configuration;xccdf_org.cisecurity.benchmarks_group_1.7_Mandatory_Access_Control;Level 2 - Server, Level 2 - Workstation;
Ensure SELinux policy is configured;xccdf_org.cisecurity.benchmarks_rule_1.7.1.3_Ensure_SELinux_policy_is_configured;xccdf_org.cisecurity.benchmarks_group_1.7_Mandatory_Access_Control;Level 2 - Server, Level 2 - Workstation;^Loaded\s+policy\s+name:\s+(targeted|mls)\s*(\s+#.*)?$
Ensure the SELinux state is enforcing;xccdf_org.cisecurity.benchmarks_rule_1.7.1.4_Ensure_the_SELinux_state_is_enforcing;xccdf_org.cisecurity.benchmarks_group_1.7_Mandatory_Access_Control;Level 2 - Server, Level 2 - Workstation;^Mode from config file:\s+enforcing$
Ensure no unconfined services exist;xccdf_org.cisecurity.benchmarks_rule_1.7.1.5_Ensure_no_unconfined_services_exist;xccdf_org.cisecurity.benchmarks_group_1.7_Mandatory_Access_Control;Level 2 - Server, Level 2 - Workstation;
Ensure SETroubleshoot is not installed;xccdf_org.cisecurity.benchmarks_rule_1.7.1.6_Ensure_SETroubleshoot_is_not_installed;xccdf_org.cisecurity.benchmarks_group_1.7_Mandatory_Access_Control;Level 2 - Server;
Ensure the MCS Translation Service (mcstrans) is not installed;xccdf_org.cisecurity.benchmarks_rule_1.7.1.7_Ensure_the_MCS_Translation_Service_mcstrans_is_not_installed;xccdf_org.cisecurity.benchmarks_group_1.7_Mandatory_Access_Control;Level 2 - Server, Level 2 - Workstation;
Ensure SELinux is installed;xccdf_org.cisecurity.benchmarks_rule_1.7.1.1_Ensure_SELinux_is_installed;xccdf_org.cisecurity.benchmarks_group_1.7.1_Configure_SELinux;Level 2 - Server, Level 2 - Workstation;
Ensure SELinux is not disabled in bootloader configuration;xccdf_org.cisecurity.benchmarks_rule_1.7.1.2_Ensure_SELinux_is_not_disabled_in_bootloader_configuration;xccdf_org.cisecurity.benchmarks_group_1.7.1_Configure_SELinux;Level 2 - Server, Level 2 - Workstation;
Ensure SELinux policy is configured;xccdf_org.cisecurity.benchmarks_rule_1.7.1.3_Ensure_SELinux_policy_is_configured;xccdf_org.cisecurity.benchmarks_group_1.7.1_Configure_SELinux;Level 2 - Server, Level 2 - Workstation;^Loaded\s+policy\s+name:\s+(targeted|mls)\s*(\s+#.*)?$
Ensure the SELinux state is enforcing;xccdf_org.cisecurity.benchmarks_rule_1.7.1.4_Ensure_the_SELinux_state_is_enforcing;xccdf_org.cisecurity.benchmarks_group_1.7.1_Configure_SELinux;Level 2 - Server, Level 2 - Workstation;^Mode from config file:\s+enforcing$
Ensure no unconfined services exist;xccdf_org.cisecurity.benchmarks_rule_1.7.1.5_Ensure_no_unconfined_services_exist;xccdf_org.cisecurity.benchmarks_group_1.7.1_Configure_SELinux;Level 2 - Server, Level 2 - Workstation;
Ensure SETroubleshoot is not installed;xccdf_org.cisecurity.benchmarks_rule_1.7.1.6_Ensure_SETroubleshoot_is_not_installed;xccdf_org.cisecurity.benchmarks_group_1.7.1_Configure_SELinux;Level 2 - Server;
Ensure the MCS Translation Service (mcstrans) is not installed;xccdf_org.cisecurity.benchmarks_rule_1.7.1.7_Ensure_the_MCS_Translation_Service_mcstrans_is_not_installed;xccdf_org.cisecurity.benchmarks_group_1.7.1_Configure_SELinux;Level 2 - Server, Level 2 - Workstation;
Ensure message of the day is configured properly;xccdf_org.cisecurity.benchmarks_rule_1.8.1.1_Ensure_message_of_the_day_is_configured_properly;xccdf_org.cisecurity.benchmarks_group_1.8_Warning_Banners;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure local login warning banner is configured properly;xccdf_org.cisecurity.benchmarks_rule_1.8.1.2_Ensure_local_login_warning_banner_is_configured_properly;xccdf_org.cisecurity.benchmarks_group_1.8_Warning_Banners;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure remote login warning banner is configured properly;xccdf_org.cisecurity.benchmarks_rule_1.8.1.3_Ensure_remote_login_warning_banner_is_configured_properly;xccdf_org.cisecurity.benchmarks_group_1.8_Warning_Banners;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure permissions on /etc/motd are configured;xccdf_org.cisecurity.benchmarks_rule_1.8.1.4_Ensure_permissions_on_etcmotd_are_configured;xccdf_org.cisecurity.benchmarks_group_1.8_Warning_Banners;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure permissions on /etc/issue are configured;xccdf_org.cisecurity.benchmarks_rule_1.8.1.5_Ensure_permissions_on_etcissue_are_configured;xccdf_org.cisecurity.benchmarks_group_1.8_Warning_Banners;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure permissions on /etc/issue.net are configured;xccdf_org.cisecurity.benchmarks_rule_1.8.1.6_Ensure_permissions_on_etcissue.net_are_configured;xccdf_org.cisecurity.benchmarks_group_1.8_Warning_Banners;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure GDM login banner is configured;xccdf_org.cisecurity.benchmarks_rule_1.8.2_Ensure_GDM_login_banner_is_configured;xccdf_org.cisecurity.benchmarks_group_1.8_Warning_Banners;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure message of the day is configured properly;xccdf_org.cisecurity.benchmarks_rule_1.8.1.1_Ensure_message_of_the_day_is_configured_properly;xccdf_org.cisecurity.benchmarks_group_1.8.1_Command_Line_Warning_Banners;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure local login warning banner is configured properly;xccdf_org.cisecurity.benchmarks_rule_1.8.1.2_Ensure_local_login_warning_banner_is_configured_properly;xccdf_org.cisecurity.benchmarks_group_1.8.1_Command_Line_Warning_Banners;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure remote login warning banner is configured properly;xccdf_org.cisecurity.benchmarks_rule_1.8.1.3_Ensure_remote_login_warning_banner_is_configured_properly;xccdf_org.cisecurity.benchmarks_group_1.8.1_Command_Line_Warning_Banners;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure permissions on /etc/motd are configured;xccdf_org.cisecurity.benchmarks_rule_1.8.1.4_Ensure_permissions_on_etcmotd_are_configured;xccdf_org.cisecurity.benchmarks_group_1.8.1_Command_Line_Warning_Banners;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure permissions on /etc/issue are configured;xccdf_org.cisecurity.benchmarks_rule_1.8.1.5_Ensure_permissions_on_etcissue_are_configured;xccdf_org.cisecurity.benchmarks_group_1.8.1_Command_Line_Warning_Banners;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure permissions on /etc/issue.net are configured;xccdf_org.cisecurity.benchmarks_rule_1.8.1.6_Ensure_permissions_on_etcissue.net_are_configured;xccdf_org.cisecurity.benchmarks_group_1.8.1_Command_Line_Warning_Banners;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure xinetd is not installed;xccdf_org.cisecurity.benchmarks_rule_2.1.1_Ensure_xinetd_is_not_installed;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure time synchronization is in use;xccdf_org.cisecurity.benchmarks_rule_2.2.1.1_Ensure_time_synchronization_is_in_use;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure chrony is configured;xccdf_org.cisecurity.benchmarks_rule_2.2.1.2_Ensure_chrony_is_configured;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure X Window System is not installed;xccdf_org.cisecurity.benchmarks_rule_2.2.2_Ensure_X_Window_System_is_not_installed;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server;
Ensure rsync service is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.3_Ensure_rsync_service_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;enabled
Ensure Avahi Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.4_Ensure_Avahi_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;enabled
Ensure SNMP Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.5_Ensure_SNMP_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;enabled
Ensure HTTP Proxy Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.6_Ensure_HTTP_Proxy_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;enabled
Ensure Samba is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.7_Ensure_Samba_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;enabled
Ensure IMAP and POP3 server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.8_Ensure_IMAP_and_POP3_server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;enabled
Ensure HTTP server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.9_Ensure_HTTP_server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;enabled
Ensure FTP Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.10_Ensure_FTP_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;enabled
Ensure DNS Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.11_Ensure_DNS_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;enabled
Ensure NFS is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.12_Ensure_NFS_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;enabled
Ensure  RPC is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.13_Ensure__RPC_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;enabled
Ensure LDAP server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.14_Ensure_LDAP_server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;enabled
Ensure DHCP Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.15_Ensure_DHCP_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;enabled
Ensure CUPS is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.16_Ensure_CUPS_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 2 - Workstation;enabled
Ensure NIS Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.17_Ensure_NIS_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;enabled
Ensure mail transfer agent is configured for local-only mode;xccdf_org.cisecurity.benchmarks_rule_2.2.18_Ensure_mail_transfer_agent_is_configured_for_local-only_mode;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure NIS Client is not installed;xccdf_org.cisecurity.benchmarks_rule_2.3.1_Ensure_NIS_Client_is_not_installed;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure telnet client is not installed;xccdf_org.cisecurity.benchmarks_rule_2.3.2_Ensure_telnet_client_is_not_installed;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure LDAP client is not installed;xccdf_org.cisecurity.benchmarks_rule_2.3.3_Ensure_LDAP_client_is_not_installed;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure xinetd is not installed;xccdf_org.cisecurity.benchmarks_rule_2.1.1_Ensure_xinetd_is_not_installed;xccdf_org.cisecurity.benchmarks_group_2.1_inetd_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure time synchronization is in use;xccdf_org.cisecurity.benchmarks_rule_2.2.1.1_Ensure_time_synchronization_is_in_use;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure chrony is configured;xccdf_org.cisecurity.benchmarks_rule_2.2.1.2_Ensure_chrony_is_configured;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure X Window System is not installed;xccdf_org.cisecurity.benchmarks_rule_2.2.2_Ensure_X_Window_System_is_not_installed;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server;
Ensure rsync service is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.3_Ensure_rsync_service_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;enabled
Ensure Avahi Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.4_Ensure_Avahi_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;enabled
Ensure SNMP Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.5_Ensure_SNMP_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;enabled
Ensure HTTP Proxy Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.6_Ensure_HTTP_Proxy_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;enabled
Ensure Samba is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.7_Ensure_Samba_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;enabled
Ensure IMAP and POP3 server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.8_Ensure_IMAP_and_POP3_server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;enabled
Ensure HTTP server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.9_Ensure_HTTP_server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;enabled
Ensure FTP Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.10_Ensure_FTP_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;enabled
Ensure DNS Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.11_Ensure_DNS_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;enabled
Ensure NFS is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.12_Ensure_NFS_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;enabled
Ensure  RPC is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.13_Ensure__RPC_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;enabled
Ensure LDAP server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.14_Ensure_LDAP_server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;enabled
Ensure DHCP Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.15_Ensure_DHCP_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;enabled
Ensure CUPS is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.16_Ensure_CUPS_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 2 - Workstation;enabled
Ensure NIS Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.17_Ensure_NIS_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;enabled
Ensure mail transfer agent is configured for local-only mode;xccdf_org.cisecurity.benchmarks_rule_2.2.18_Ensure_mail_transfer_agent_is_configured_for_local-only_mode;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure time synchronization is in use;xccdf_org.cisecurity.benchmarks_rule_2.2.1.1_Ensure_time_synchronization_is_in_use;xccdf_org.cisecurity.benchmarks_group_2.2.1_Time_Synchronization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure chrony is configured;xccdf_org.cisecurity.benchmarks_rule_2.2.1.2_Ensure_chrony_is_configured;xccdf_org.cisecurity.benchmarks_group_2.2.1_Time_Synchronization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure NIS Client is not installed;xccdf_org.cisecurity.benchmarks_rule_2.3.1_Ensure_NIS_Client_is_not_installed;xccdf_org.cisecurity.benchmarks_group_2.3_Service_Clients;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure telnet client is not installed;xccdf_org.cisecurity.benchmarks_rule_2.3.2_Ensure_telnet_client_is_not_installed;xccdf_org.cisecurity.benchmarks_group_2.3_Service_Clients;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure LDAP client is not installed;xccdf_org.cisecurity.benchmarks_rule_2.3.3_Ensure_LDAP_client_is_not_installed;xccdf_org.cisecurity.benchmarks_group_2.3_Service_Clients;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure IP forwarding is disabled;xccdf_org.cisecurity.benchmarks_rule_3.1.1_Ensure_IP_forwarding_is_disabled;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;net.ipv4.ip_forward=0
Ensure packet redirect sending is disabled;xccdf_org.cisecurity.benchmarks_rule_3.1.2_Ensure_packet_redirect_sending_is_disabled;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;net.ipv4.conf.default.send_redirects=0
Ensure source routed packets are not accepted;xccdf_org.cisecurity.benchmarks_rule_3.2.1_Ensure_source_routed_packets_are_not_accepted;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;net.ipv6.conf.default.accept_source_route=0
Ensure ICMP redirects are not accepted;xccdf_org.cisecurity.benchmarks_rule_3.2.2_Ensure_ICMP_redirects_are_not_accepted;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;net.ipv6.conf.default.accept_redirects=0
Ensure secure ICMP redirects are not accepted;xccdf_org.cisecurity.benchmarks_rule_3.2.3_Ensure_secure_ICMP_redirects_are_not_accepted;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;net.ipv4.conf.default.secure_redirects=0
Ensure suspicious packets are logged;xccdf_org.cisecurity.benchmarks_rule_3.2.4_Ensure_suspicious_packets_are_logged;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;net.ipv4.conf.default.log_martians=1
Ensure broadcast ICMP requests are ignored;xccdf_org.cisecurity.benchmarks_rule_3.2.5_Ensure_broadcast_ICMP_requests_are_ignored;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;net.ipv4.icmp_echo_ignore_broadcasts=1
Ensure bogus ICMP responses are ignored;xccdf_org.cisecurity.benchmarks_rule_3.2.6_Ensure_bogus_ICMP_responses_are_ignored;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;net.ipv4.icmp_ignore_bogus_error_responses=1
Ensure Reverse Path Filtering is enabled;xccdf_org.cisecurity.benchmarks_rule_3.2.7_Ensure_Reverse_Path_Filtering_is_enabled;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;net.ipv4.conf.default.rp_filter=1
Ensure TCP SYN Cookies is enabled;xccdf_org.cisecurity.benchmarks_rule_3.2.8_Ensure_TCP_SYN_Cookies_is_enabled;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;net.ipv4.tcp_syncookies=1
Ensure IPv6 router advertisements are not accepted;xccdf_org.cisecurity.benchmarks_rule_3.2.9_Ensure_IPv6_router_advertisements_are_not_accepted;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;net.ipv6.conf.default.accept_ra=0
Ensure DCCP is disabled;xccdf_org.cisecurity.benchmarks_rule_3.3.1_Ensure_DCCP_is_disabled;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 2 - Server, Level 2 - Workstation;
Ensure SCTP is disabled;xccdf_org.cisecurity.benchmarks_rule_3.3.2_Ensure_SCTP_is_disabled;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 2 - Server, Level 2 - Workstation;
Ensure RDS is disabled;xccdf_org.cisecurity.benchmarks_rule_3.3.3_Ensure_RDS_is_disabled;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 2 - Server, Level 2 - Workstation;
Ensure TIPC is disabled;xccdf_org.cisecurity.benchmarks_rule_3.3.4_Ensure_TIPC_is_disabled;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 2 - Server, Level 2 - Workstation;
Ensure a Firewall package is installed;xccdf_org.cisecurity.benchmarks_rule_3.4.1.1_Ensure_a_Firewall_package_is_installed;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure firewalld service is enabled and running;xccdf_org.cisecurity.benchmarks_rule_3.4.2.1_Ensure_firewalld_service_is_enabled_and_running;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;enabled
Ensure iptables service is not enabled with firewalld;xccdf_org.cisecurity.benchmarks_rule_3.4.2.2_Ensure_iptables_service_is_not_enabled_with_firewalld;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;enabled
Ensure nftables is not enabled with firewalld;xccdf_org.cisecurity.benchmarks_rule_3.4.2.3_Ensure_nftables_is_not_enabled_with_firewalld;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;enabled
Ensure firewalld default zone is set;xccdf_org.cisecurity.benchmarks_rule_3.4.2.4_Ensure_firewalld_default_zone_is_set;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure network interfaces are assigned to appropriate zone;xccdf_org.cisecurity.benchmarks_rule_3.4.2.5_Ensure_network_interfaces_are_assigned_to_appropriate_zone;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure firewalld drops unnecessary services and ports;xccdf_org.cisecurity.benchmarks_rule_3.4.2.6_Ensure_firewalld_drops_unnecessary_services_and_ports;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
Ensure iptables are flushed with nftables;xccdf_org.cisecurity.benchmarks_rule_3.4.3.1_Ensure_iptables_are_flushed_with_nftables;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;
