Title,Rule ID,Group ID
Ensure IMAP and POP3 server is not enabled,xccdf_org.cisecurity.benchmarks_rule_2.2.8_Ensure_IMAP_and_POP3_server_is_not_enabled,xccdf_org.cisecurity.benchmarks_group_2_Services
Ensure HTTP server is not enabled,xccdf_org.cisecurity.benchmarks_rule_2.2.9_Ensure_HTTP_server_is_not_enabled,xccdf_org.cisecurity.benchmarks_group_2_Services
Ensure FTP Server is not enabled,xccdf_org.cisecurity.benchmarks_rule_2.2.10_Ensure_FTP_Server_is_not_enabled,xccdf_org.cisecurity.benchmarks_group_2_Services
Ensure DNS Server is not enabled,xccdf_org.cisecurity.benchmarks_rule_2.2.11_Ensure_DNS_Server_is_not_enabled,xccdf_org.cisecurity.benchmarks_group_2_Services
Ensure NFS is not enabled,xccdf_org.cisecurity.benchmarks_rule_2.2.12_Ensure_NFS_is_not_enabled,xccdf_org.cisecurity.benchmarks_group_2_Services
Ensure  RPC is not enabled,xccdf_org.cisecurity.benchmarks_rule_2.2.13_Ensure__RPC_is_not_enabled,xccdf_org.cisecurity.benchmarks_group_2_Services
Ensure LDAP server is not enabled,xccdf_org.cisecurity.benchmarks_rule_2.2.14_Ensure_LDAP_server_is_not_enabled,xccdf_org.cisecurity.benchmarks_group_2_Services
Ensure DHCP Server is not enabled,xccdf_org.cisecurity.benchmarks_rule_2.2.15_Ensure_DHCP_Server_is_not_enabled,xccdf_org.cisecurity.benchmarks_group_2_Services
Ensure CUPS is not enabled,xccdf_org.cisecurity.benchmarks_rule_2.2.16_Ensure_CUPS_is_not_enabled,xccdf_org.cisecurity.benchmarks_group_2_Services
Ensure NIS Server is not enabled,xccdf_org.cisecurity.benchmarks_rule_2.2.17_Ensure_NIS_Server_is_not_enabled,xccdf_org.cisecurity.benchmarks_group_2_Services
Ensure mail transfer agent is configured for local-only mode,xccdf_org.cisecurity.benchmarks_rule_2.2.18_Ensure_mail_transfer_agent_is_configured_for_local-only_mode,xccdf_org.cisecurity.benchmarks_group_2_Services
Ensure NIS Client is not installed,xccdf_org.cisecurity.benchmarks_rule_2.3.1_Ensure_NIS_Client_is_not_installed,xccdf_org.cisecurity.benchmarks_group_2_Services
Ensure telnet client is not installed,xccdf_org.cisecurity.benchmarks_rule_2.3.2_Ensure_telnet_client_is_not_installed,xccdf_org.cisecurity.benchmarks_group_2_Services
Ensure LDAP client is not installed,xccdf_org.cisecurity.benchmarks_rule_2.3.3_Ensure_LDAP_client_is_not_installed,xccdf_org.cisecurity.benchmarks_group_2_Services
Ensure xinetd is not installed,xccdf_org.cisecurity.benchmarks_rule_2.1.1_Ensure_xinetd_is_not_installed,xccdf_org.cisecurity.benchmarks_group_2.1_inetd_Services
Ensure time synchronization is in use,xccdf_org.cisecurity.benchmarks_rule_2.2.1.1_Ensure_time_synchronization_is_in_use,xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services
Ensure chrony is configured,xccdf_org.cisecurity.benchmarks_rule_2.2.1.2_Ensure_chrony_is_configured,xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services
Ensure X Window System is not installed,xccdf_org.cisecurity.benchmarks_rule_2.2.2_Ensure_X_Window_System_is_not_installed,xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services
Ensure rsync service is not enabled,xccdf_org.cisecurity.benchmarks_rule_2.2.3_Ensure_rsync_service_is_not_enabled,xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services
Ensure Avahi Server is not enabled,xccdf_org.cisecurity.benchmarks_rule_2.2.4_Ensure_Avahi_Server_is_not_enabled,xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services
Ensure SNMP Server is not enabled,xccdf_org.cisecurity.benchmarks_rule_2.2.5_Ensure_SNMP_Server_is_not_enabled,xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services
Ensure HTTP Proxy Server is not enabled,xccdf_org.cisecurity.benchmarks_rule_2.2.6_Ensure_HTTP_Proxy_Server_is_not_enabled,xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services
Ensure Samba is not enabled,xccdf_org.cisecurity.benchmarks_rule_2.2.7_Ensure_Samba_is_not_enabled,xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services
Ensure IMAP and POP3 server is not enabled,xccdf_org.cisecurity.benchmarks_rule_2.2.8_Ensure_IMAP_and_POP3_server_is_not_enabled,xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services
Ensure HTTP server is not enabled,xccdf_org.cisecurity.benchmarks_rule_2.2.9_Ensure_HTTP_server_is_not_enabled,xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services
Ensure FTP Server is not enabled,xccdf_org.cisecurity.benchmarks_rule_2.2.10_Ensure_FTP_Server_is_not_enabled,xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services
Ensure DNS Server is not enabled,xccdf_org.cisecurity.benchmarks_rule_2.2.11_Ensure_DNS_Server_is_not_enabled,xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services
Ensure NFS is not enabled,xccdf_org.cisecurity.benchmarks_rule_2.2.12_Ensure_NFS_is_not_enabled,xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services
Ensure  RPC is not enabled,xccdf_org.cisecurity.benchmarks_rule_2.2.13_Ensure__RPC_is_not_enabled,xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services
Ensure LDAP server is not enabled,xccdf_org.cisecurity.benchmarks_rule_2.2.14_Ensure_LDAP_server_is_not_enabled,xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services
Ensure DHCP Server is not enabled,xccdf_org.cisecurity.benchmarks_rule_2.2.15_Ensure_DHCP_Server_is_not_enabled,xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services
Ensure CUPS is not enabled,xccdf_org.cisecurity.benchmarks_rule_2.2.16_Ensure_CUPS_is_not_enabled,xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services
Ensure NIS Server is not enabled,xccdf_org.cisecurity.benchmarks_rule_2.2.17_Ensure_NIS_Server_is_not_enabled,xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services
Ensure mail transfer agent is configured for local-only mode,xccdf_org.cisecurity.benchmarks_rule_2.2.18_Ensure_mail_transfer_agent_is_configured_for_local-only_mode,xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services
Ensure time synchronization is in use,xccdf_org.cisecurity.benchmarks_rule_2.2.1.1_Ensure_time_synchronization_is_in_use,xccdf_org.cisecurity.benchmarks_group_2.2.1_Time_Synchronization
Ensure chrony is configured,xccdf_org.cisecurity.benchmarks_rule_2.2.1.2_Ensure_chrony_is_configured,xccdf_org.cisecurity.benchmarks_group_2.2.1_Time_Synchronization
Ensure NIS Client is not installed,xccdf_org.cisecurity.benchmarks_rule_2.3.1_Ensure_NIS_Client_is_not_installed,xccdf_org.cisecurity.benchmarks_group_2.3_Service_Clients
Ensure telnet client is not installed,xccdf_org.cisecurity.benchmarks_rule_2.3.2_Ensure_telnet_client_is_not_installed,xccdf_org.cisecurity.benchmarks_group_2.3_Service_Clients
Ensure LDAP client is not installed,xccdf_org.cisecurity.benchmarks_rule_2.3.3_Ensure_LDAP_client_is_not_installed,xccdf_org.cisecurity.benchmarks_group_2.3_Service_Clients
Ensure IP forwarding is disabled,xccdf_org.cisecurity.benchmarks_rule_3.1.1_Ensure_IP_forwarding_is_disabled,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure packet redirect sending is disabled,xccdf_org.cisecurity.benchmarks_rule_3.1.2_Ensure_packet_redirect_sending_is_disabled,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure source routed packets are not accepted,xccdf_org.cisecurity.benchmarks_rule_3.2.1_Ensure_source_routed_packets_are_not_accepted,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure ICMP redirects are not accepted,xccdf_org.cisecurity.benchmarks_rule_3.2.2_Ensure_ICMP_redirects_are_not_accepted,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure secure ICMP redirects are not accepted,xccdf_org.cisecurity.benchmarks_rule_3.2.3_Ensure_secure_ICMP_redirects_are_not_accepted,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure suspicious packets are logged,xccdf_org.cisecurity.benchmarks_rule_3.2.4_Ensure_suspicious_packets_are_logged,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure broadcast ICMP requests are ignored,xccdf_org.cisecurity.benchmarks_rule_3.2.5_Ensure_broadcast_ICMP_requests_are_ignored,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure bogus ICMP responses are ignored,xccdf_org.cisecurity.benchmarks_rule_3.2.6_Ensure_bogus_ICMP_responses_are_ignored,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure Reverse Path Filtering is enabled,xccdf_org.cisecurity.benchmarks_rule_3.2.7_Ensure_Reverse_Path_Filtering_is_enabled,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure TCP SYN Cookies is enabled,xccdf_org.cisecurity.benchmarks_rule_3.2.8_Ensure_TCP_SYN_Cookies_is_enabled,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure IPv6 router advertisements are not accepted,xccdf_org.cisecurity.benchmarks_rule_3.2.9_Ensure_IPv6_router_advertisements_are_not_accepted,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure DCCP is disabled,xccdf_org.cisecurity.benchmarks_rule_3.3.1_Ensure_DCCP_is_disabled,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure SCTP is disabled,xccdf_org.cisecurity.benchmarks_rule_3.3.2_Ensure_SCTP_is_disabled,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure RDS is disabled,xccdf_org.cisecurity.benchmarks_rule_3.3.3_Ensure_RDS_is_disabled,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure TIPC is disabled,xccdf_org.cisecurity.benchmarks_rule_3.3.4_Ensure_TIPC_is_disabled,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure a Firewall package is installed,xccdf_org.cisecurity.benchmarks_rule_3.4.1.1_Ensure_a_Firewall_package_is_installed,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure firewalld service is enabled and running,xccdf_org.cisecurity.benchmarks_rule_3.4.2.1_Ensure_firewalld_service_is_enabled_and_running,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure iptables service is not enabled with firewalld,xccdf_org.cisecurity.benchmarks_rule_3.4.2.2_Ensure_iptables_service_is_not_enabled_with_firewalld,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure nftables is not enabled with firewalld,xccdf_org.cisecurity.benchmarks_rule_3.4.2.3_Ensure_nftables_is_not_enabled_with_firewalld,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure firewalld default zone is set,xccdf_org.cisecurity.benchmarks_rule_3.4.2.4_Ensure_firewalld_default_zone_is_set,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure network interfaces are assigned to appropriate zone,xccdf_org.cisecurity.benchmarks_rule_3.4.2.5_Ensure_network_interfaces_are_assigned_to_appropriate_zone,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure firewalld drops unnecessary services and ports,xccdf_org.cisecurity.benchmarks_rule_3.4.2.6_Ensure_firewalld_drops_unnecessary_services_and_ports,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure iptables are flushed with nftables,xccdf_org.cisecurity.benchmarks_rule_3.4.3.1_Ensure_iptables_are_flushed_with_nftables,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure an nftables table exists,xccdf_org.cisecurity.benchmarks_rule_3.4.3.2_Ensure_an_nftables_table_exists,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure nftables base chains exist,xccdf_org.cisecurity.benchmarks_rule_3.4.3.3_Ensure_nftables_base_chains_exist,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure nftables loopback traffic is configured,xccdf_org.cisecurity.benchmarks_rule_3.4.3.4_Ensure_nftables_loopback_traffic_is_configured,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure nftables outbound and established connections are configured,xccdf_org.cisecurity.benchmarks_rule_3.4.3.5_Ensure_nftables_outbound_and_established_connections_are_configured,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure nftables default deny firewall policy,xccdf_org.cisecurity.benchmarks_rule_3.4.3.6_Ensure_nftables_default_deny_firewall_policy,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure nftables service is enabled,xccdf_org.cisecurity.benchmarks_rule_3.4.3.7_Ensure_nftables_service_is_enabled,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure nftables rules are permanent,xccdf_org.cisecurity.benchmarks_rule_3.4.3.8_Ensure_nftables_rules_are_permanent,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure iptables default deny firewall policy,xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.1_Ensure_iptables_default_deny_firewall_policy,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure iptables loopback traffic is configured,xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.2_Ensure_iptables_loopback_traffic_is_configured,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure iptables outbound and established connections are configured,xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.3_Ensure_iptables_outbound_and_established_connections_are_configured,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure iptables firewall rules exist for all open ports,xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.4_Ensure_iptables_firewall_rules_exist_for_all_open_ports,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure iptables is enabled and active,xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.5_Ensure_iptables_is_enabled_and_active,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure ip6tables default deny firewall policy,xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.1_Ensure_ip6tables_default_deny_firewall_policy,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure ip6tables loopback traffic is configured,xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.2_Ensure_ip6tables_loopback_traffic_is_configured,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure ip6tables outbound and established connections are configured,xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.3_Ensure_ip6tables_outbound_and_established_connections_are_configured,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure ip6tables firewall rules exist for all open ports,xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.4_Ensure_ip6tables_firewall_rules_exist_for_all_open_ports,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure ip6tables is enabled and active,xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.5_Ensure_ip6tables_is_enabled_and_active,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure wireless interfaces are disabled,xccdf_org.cisecurity.benchmarks_rule_3.5_Ensure_wireless_interfaces_are_disabled,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Disable IPv6,xccdf_org.cisecurity.benchmarks_rule_3.6_Disable_IPv6,xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration
Ensure IP forwarding is disabled,xccdf_org.cisecurity.benchmarks_rule_3.1.1_Ensure_IP_forwarding_is_disabled,xccdf_org.cisecurity.benchmarks_group_3.1_Network_Parameters_Host_Only
Ensure packet redirect sending is disabled,xccdf_org.cisecurity.benchmarks_rule_3.1.2_Ensure_packet_redirect_sending_is_disabled,xccdf_org.cisecurity.benchmarks_group_3.1_Network_Parameters_Host_Only
Ensure source routed packets are not accepted,xccdf_org.cisecurity.benchmarks_rule_3.2.1_Ensure_source_routed_packets_are_not_accepted,xccdf_org.cisecurity.benchmarks_group_3.2_Network_Parameters_Host_and_Router
Ensure ICMP redirects are not accepted,xccdf_org.cisecurity.benchmarks_rule_3.2.2_Ensure_ICMP_redirects_are_not_accepted,xccdf_org.cisecurity.benchmarks_group_3.2_Network_Parameters_Host_and_Router
Ensure secure ICMP redirects are not accepted,xccdf_org.cisecurity.benchmarks_rule_3.2.3_Ensure_secure_ICMP_redirects_are_not_accepted,xccdf_org.cisecurity.benchmarks_group_3.2_Network_Parameters_Host_and_Router
Ensure suspicious packets are logged,xccdf_org.cisecurity.benchmarks_rule_3.2.4_Ensure_suspicious_packets_are_logged,xccdf_org.cisecurity.benchmarks_group_3.2_Network_Parameters_Host_and_Router
Ensure broadcast ICMP requests are ignored,xccdf_org.cisecurity.benchmarks_rule_3.2.5_Ensure_broadcast_ICMP_requests_are_ignored,xccdf_org.cisecurity.benchmarks_group_3.2_Network_Parameters_Host_and_Router
Ensure bogus ICMP responses are ignored,xccdf_org.cisecurity.benchmarks_rule_3.2.6_Ensure_bogus_ICMP_responses_are_ignored,xccdf_org.cisecurity.benchmarks_group_3.2_Network_Parameters_Host_and_Router
Ensure Reverse Path Filtering is enabled,xccdf_org.cisecurity.benchmarks_rule_3.2.7_Ensure_Reverse_Path_Filtering_is_enabled,xccdf_org.cisecurity.benchmarks_group_3.2_Network_Parameters_Host_and_Router
Ensure TCP SYN Cookies is enabled,xccdf_org.cisecurity.benchmarks_rule_3.2.8_Ensure_TCP_SYN_Cookies_is_enabled,xccdf_org.cisecurity.benchmarks_group_3.2_Network_Parameters_Host_and_Router
Ensure IPv6 router advertisements are not accepted,xccdf_org.cisecurity.benchmarks_rule_3.2.9_Ensure_IPv6_router_advertisements_are_not_accepted,xccdf_org.cisecurity.benchmarks_group_3.2_Network_Parameters_Host_and_Router
Ensure DCCP is disabled,xccdf_org.cisecurity.benchmarks_rule_3.3.1_Ensure_DCCP_is_disabled,xccdf_org.cisecurity.benchmarks_group_3.3_Uncommon_Network_Protocols
Ensure SCTP is disabled,xccdf_org.cisecurity.benchmarks_rule_3.3.2_Ensure_SCTP_is_disabled,xccdf_org.cisecurity.benchmarks_group_3.3_Uncommon_Network_Protocols
Ensure RDS is disabled,xccdf_org.cisecurity.benchmarks_rule_3.3.3_Ensure_RDS_is_disabled,xccdf_org.cisecurity.benchmarks_group_3.3_Uncommon_Network_Protocols
Ensure TIPC is disabled,xccdf_org.cisecurity.benchmarks_rule_3.3.4_Ensure_TIPC_is_disabled,xccdf_org.cisecurity.benchmarks_group_3.3_Uncommon_Network_Protocols
Ensure a Firewall package is installed,xccdf_org.cisecurity.benchmarks_rule_3.4.1.1_Ensure_a_Firewall_package_is_installed,xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration
Ensure firewalld service is enabled and running,xccdf_org.cisecurity.benchmarks_rule_3.4.2.1_Ensure_firewalld_service_is_enabled_and_running,xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration
Ensure iptables service is not enabled with firewalld,xccdf_org.cisecurity.benchmarks_rule_3.4.2.2_Ensure_iptables_service_is_not_enabled_with_firewalld,xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration
Ensure nftables is not enabled with firewalld,xccdf_org.cisecurity.benchmarks_rule_3.4.2.3_Ensure_nftables_is_not_enabled_with_firewalld,xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration
Ensure firewalld default zone is set,xccdf_org.cisecurity.benchmarks_rule_3.4.2.4_Ensure_firewalld_default_zone_is_set,xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration
Ensure network interfaces are assigned to appropriate zone,xccdf_org.cisecurity.benchmarks_rule_3.4.2.5_Ensure_network_interfaces_are_assigned_to_appropriate_zone,xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration
Ensure firewalld drops unnecessary services and ports,xccdf_org.cisecurity.benchmarks_rule_3.4.2.6_Ensure_firewalld_drops_unnecessary_services_and_ports,xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration
Ensure iptables are flushed with nftables,xccdf_org.cisecurity.benchmarks_rule_3.4.3.1_Ensure_iptables_are_flushed_with_nftables,xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration
Ensure an nftables table exists,xccdf_org.cisecurity.benchmarks_rule_3.4.3.2_Ensure_an_nftables_table_exists,xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration
Ensure nftables base chains exist,xccdf_org.cisecurity.benchmarks_rule_3.4.3.3_Ensure_nftables_base_chains_exist,xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration
Ensure nftables loopback traffic is configured,xccdf_org.cisecurity.benchmarks_rule_3.4.3.4_Ensure_nftables_loopback_traffic_is_configured,xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration
Ensure nftables outbound and established connections are configured,xccdf_org.cisecurity.benchmarks_rule_3.4.3.5_Ensure_nftables_outbound_and_established_connections_are_configured,xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration
Ensure nftables default deny firewall policy,xccdf_org.cisecurity.benchmarks_rule_3.4.3.6_Ensure_nftables_default_deny_firewall_policy,xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration
Ensure nftables service is enabled,xccdf_org.cisecurity.benchmarks_rule_3.4.3.7_Ensure_nftables_service_is_enabled,xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration
Ensure nftables rules are permanent,xccdf_org.cisecurity.benchmarks_rule_3.4.3.8_Ensure_nftables_rules_are_permanent,xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration
Ensure iptables default deny firewall policy,xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.1_Ensure_iptables_default_deny_firewall_policy,xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration
Ensure iptables loopback traffic is configured,xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.2_Ensure_iptables_loopback_traffic_is_configured,xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration
Ensure iptables outbound and established connections are configured,xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.3_Ensure_iptables_outbound_and_established_connections_are_configured,xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration
Ensure iptables firewall rules exist for all open ports,xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.4_Ensure_iptables_firewall_rules_exist_for_all_open_ports,xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration
Ensure iptables is enabled and active,xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.5_Ensure_iptables_is_enabled_and_active,xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration
Ensure ip6tables default deny firewall policy,xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.1_Ensure_ip6tables_default_deny_firewall_policy,xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration
Ensure ip6tables loopback traffic is configured,xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.2_Ensure_ip6tables_loopback_traffic_is_configured,xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration
Ensure ip6tables outbound and established connections are configured,xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.3_Ensure_ip6tables_outbound_and_established_connections_are_configured,xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration
Ensure ip6tables firewall rules exist for all open ports,xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.4_Ensure_ip6tables_firewall_rules_exist_for_all_open_ports,xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration
Ensure ip6tables is enabled and active,xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.5_Ensure_ip6tables_is_enabled_and_active,xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration
Ensure a Firewall package is installed,xccdf_org.cisecurity.benchmarks_rule_3.4.1.1_Ensure_a_Firewall_package_is_installed,xccdf_org.cisecurity.benchmarks_group_3.4.1_Ensure_Firewall_software_is_installed
Ensure firewalld service is enabled and running,xccdf_org.cisecurity.benchmarks_rule_3.4.2.1_Ensure_firewalld_service_is_enabled_and_running,xccdf_org.cisecurity.benchmarks_group_3.4.2_Configure_firewalld
Ensure iptables service is not enabled with firewalld,xccdf_org.cisecurity.benchmarks_rule_3.4.2.2_Ensure_iptables_service_is_not_enabled_with_firewalld,xccdf_org.cisecurity.benchmarks_group_3.4.2_Configure_firewalld
Ensure nftables is not enabled with firewalld,xccdf_org.cisecurity.benchmarks_rule_3.4.2.3_Ensure_nftables_is_not_enabled_with_firewalld,xccdf_org.cisecurity.benchmarks_group_3.4.2_Configure_firewalld
Ensure firewalld default zone is set,xccdf_org.cisecurity.benchmarks_rule_3.4.2.4_Ensure_firewalld_default_zone_is_set,xccdf_org.cisecurity.benchmarks_group_3.4.2_Configure_firewalld
Ensure network interfaces are assigned to appropriate zone,xccdf_org.cisecurity.benchmarks_rule_3.4.2.5_Ensure_network_interfaces_are_assigned_to_appropriate_zone,xccdf_org.cisecurity.benchmarks_group_3.4.2_Configure_firewalld
Ensure firewalld drops unnecessary services and ports,xccdf_org.cisecurity.benchmarks_rule_3.4.2.6_Ensure_firewalld_drops_unnecessary_services_and_ports,xccdf_org.cisecurity.benchmarks_group_3.4.2_Configure_firewalld
Ensure iptables are flushed with nftables,xccdf_org.cisecurity.benchmarks_rule_3.4.3.1_Ensure_iptables_are_flushed_with_nftables,xccdf_org.cisecurity.benchmarks_group_3.4.3_Configure_nftables
Ensure an nftables table exists,xccdf_org.cisecurity.benchmarks_rule_3.4.3.2_Ensure_an_nftables_table_exists,xccdf_org.cisecurity.benchmarks_group_3.4.3_Configure_nftables
Ensure nftables base chains exist,xccdf_org.cisecurity.benchmarks_rule_3.4.3.3_Ensure_nftables_base_chains_exist,xccdf_org.cisecurity.benchmarks_group_3.4.3_Configure_nftables
Ensure nftables loopback traffic is configured,xccdf_org.cisecurity.benchmarks_rule_3.4.3.4_Ensure_nftables_loopback_traffic_is_configured,xccdf_org.cisecurity.benchmarks_group_3.4.3_Configure_nftables
Ensure nftables outbound and established connections are configured,xccdf_org.cisecurity.benchmarks_rule_3.4.3.5_Ensure_nftables_outbound_and_established_connections_are_configured,xccdf_org.cisecurity.benchmarks_group_3.4.3_Configure_nftables
Ensure nftables default deny firewall policy,xccdf_org.cisecurity.benchmarks_rule_3.4.3.6_Ensure_nftables_default_deny_firewall_policy,xccdf_org.cisecurity.benchmarks_group_3.4.3_Configure_nftables
Ensure nftables service is enabled,xccdf_org.cisecurity.benchmarks_rule_3.4.3.7_Ensure_nftables_service_is_enabled,xccdf_org.cisecurity.benchmarks_group_3.4.3_Configure_nftables
Ensure nftables rules are permanent,xccdf_org.cisecurity.benchmarks_rule_3.4.3.8_Ensure_nftables_rules_are_permanent,xccdf_org.cisecurity.benchmarks_group_3.4.3_Configure_nftables
Ensure iptables default deny firewall policy,xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.1_Ensure_iptables_default_deny_firewall_policy,xccdf_org.cisecurity.benchmarks_group_3.4.4_Configure_iptables
Ensure iptables loopback traffic is configured,xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.2_Ensure_iptables_loopback_traffic_is_configured,xccdf_org.cisecurity.benchmarks_group_3.4.4_Configure_iptables
Ensure iptables outbound and established connections are configured,xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.3_Ensure_iptables_outbound_and_established_connections_are_configured,xccdf_org.cisecurity.benchmarks_group_3.4.4_Configure_iptables
