Counter;Title;Rule ID;Group ID;Profiles
99;Ensure Samba is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.7_Ensure_Samba_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
100;Ensure IMAP and POP3 server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.8_Ensure_IMAP_and_POP3_server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
101;Ensure HTTP server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.9_Ensure_HTTP_server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
102;Ensure FTP Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.10_Ensure_FTP_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
103;Ensure DNS Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.11_Ensure_DNS_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
104;Ensure NFS is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.12_Ensure_NFS_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
105;Ensure  RPC is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.13_Ensure__RPC_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
106;Ensure LDAP server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.14_Ensure_LDAP_server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
107;Ensure DHCP Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.15_Ensure_DHCP_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
108;Ensure NIS Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.17_Ensure_NIS_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
109;Ensure mail transfer agent is configured for local-only mode;xccdf_org.cisecurity.benchmarks_rule_2.2.18_Ensure_mail_transfer_agent_is_configured_for_local-only_mode;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
110;Ensure NIS Client is not installed;xccdf_org.cisecurity.benchmarks_rule_2.3.1_Ensure_NIS_Client_is_not_installed;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
111;Ensure telnet client is not installed;xccdf_org.cisecurity.benchmarks_rule_2.3.2_Ensure_telnet_client_is_not_installed;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
112;Ensure LDAP client is not installed;xccdf_org.cisecurity.benchmarks_rule_2.3.3_Ensure_LDAP_client_is_not_installed;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
113;Ensure xinetd is not installed;xccdf_org.cisecurity.benchmarks_rule_2.1.1_Ensure_xinetd_is_not_installed;xccdf_org.cisecurity.benchmarks_group_2.1_inetd_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
114;Ensure time synchronization is in use;xccdf_org.cisecurity.benchmarks_rule_2.2.1.1_Ensure_time_synchronization_is_in_use;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
115;Ensure chrony is configured;xccdf_org.cisecurity.benchmarks_rule_2.2.1.2_Ensure_chrony_is_configured;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
116;Ensure rsync service is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.3_Ensure_rsync_service_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
117;Ensure Avahi Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.4_Ensure_Avahi_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
118;Ensure SNMP Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.5_Ensure_SNMP_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
119;Ensure HTTP Proxy Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.6_Ensure_HTTP_Proxy_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
120;Ensure Samba is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.7_Ensure_Samba_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
121;Ensure IMAP and POP3 server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.8_Ensure_IMAP_and_POP3_server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
122;Ensure HTTP server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.9_Ensure_HTTP_server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
123;Ensure FTP Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.10_Ensure_FTP_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
124;Ensure DNS Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.11_Ensure_DNS_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
125;Ensure NFS is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.12_Ensure_NFS_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
126;Ensure  RPC is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.13_Ensure__RPC_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
127;Ensure LDAP server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.14_Ensure_LDAP_server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
128;Ensure DHCP Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.15_Ensure_DHCP_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
129;Ensure NIS Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.17_Ensure_NIS_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
130;Ensure mail transfer agent is configured for local-only mode;xccdf_org.cisecurity.benchmarks_rule_2.2.18_Ensure_mail_transfer_agent_is_configured_for_local-only_mode;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
131;Ensure time synchronization is in use;xccdf_org.cisecurity.benchmarks_rule_2.2.1.1_Ensure_time_synchronization_is_in_use;xccdf_org.cisecurity.benchmarks_group_2.2.1_Time_Synchronization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
132;Ensure chrony is configured;xccdf_org.cisecurity.benchmarks_rule_2.2.1.2_Ensure_chrony_is_configured;xccdf_org.cisecurity.benchmarks_group_2.2.1_Time_Synchronization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
133;Ensure NIS Client is not installed;xccdf_org.cisecurity.benchmarks_rule_2.3.1_Ensure_NIS_Client_is_not_installed;xccdf_org.cisecurity.benchmarks_group_2.3_Service_Clients;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
134;Ensure telnet client is not installed;xccdf_org.cisecurity.benchmarks_rule_2.3.2_Ensure_telnet_client_is_not_installed;xccdf_org.cisecurity.benchmarks_group_2.3_Service_Clients;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
135;Ensure LDAP client is not installed;xccdf_org.cisecurity.benchmarks_rule_2.3.3_Ensure_LDAP_client_is_not_installed;xccdf_org.cisecurity.benchmarks_group_2.3_Service_Clients;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
136;Ensure IP forwarding is disabled;xccdf_org.cisecurity.benchmarks_rule_3.1.1_Ensure_IP_forwarding_is_disabled;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
137;Ensure packet redirect sending is disabled;xccdf_org.cisecurity.benchmarks_rule_3.1.2_Ensure_packet_redirect_sending_is_disabled;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
138;Ensure source routed packets are not accepted;xccdf_org.cisecurity.benchmarks_rule_3.2.1_Ensure_source_routed_packets_are_not_accepted;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
139;Ensure ICMP redirects are not accepted;xccdf_org.cisecurity.benchmarks_rule_3.2.2_Ensure_ICMP_redirects_are_not_accepted;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
140;Ensure secure ICMP redirects are not accepted;xccdf_org.cisecurity.benchmarks_rule_3.2.3_Ensure_secure_ICMP_redirects_are_not_accepted;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
141;Ensure suspicious packets are logged;xccdf_org.cisecurity.benchmarks_rule_3.2.4_Ensure_suspicious_packets_are_logged;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
142;Ensure broadcast ICMP requests are ignored;xccdf_org.cisecurity.benchmarks_rule_3.2.5_Ensure_broadcast_ICMP_requests_are_ignored;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
143;Ensure bogus ICMP responses are ignored;xccdf_org.cisecurity.benchmarks_rule_3.2.6_Ensure_bogus_ICMP_responses_are_ignored;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
144;Ensure Reverse Path Filtering is enabled;xccdf_org.cisecurity.benchmarks_rule_3.2.7_Ensure_Reverse_Path_Filtering_is_enabled;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
145;Ensure TCP SYN Cookies is enabled;xccdf_org.cisecurity.benchmarks_rule_3.2.8_Ensure_TCP_SYN_Cookies_is_enabled;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
146;Ensure IPv6 router advertisements are not accepted;xccdf_org.cisecurity.benchmarks_rule_3.2.9_Ensure_IPv6_router_advertisements_are_not_accepted;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
147;Ensure a Firewall package is installed;xccdf_org.cisecurity.benchmarks_rule_3.4.1.1_Ensure_a_Firewall_package_is_installed;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
148;Ensure firewalld service is enabled and running;xccdf_org.cisecurity.benchmarks_rule_3.4.2.1_Ensure_firewalld_service_is_enabled_and_running;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
149;Ensure iptables service is not enabled with firewalld;xccdf_org.cisecurity.benchmarks_rule_3.4.2.2_Ensure_iptables_service_is_not_enabled_with_firewalld;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
150;Ensure nftables is not enabled with firewalld;xccdf_org.cisecurity.benchmarks_rule_3.4.2.3_Ensure_nftables_is_not_enabled_with_firewalld;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
151;Ensure firewalld default zone is set;xccdf_org.cisecurity.benchmarks_rule_3.4.2.4_Ensure_firewalld_default_zone_is_set;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
152;Ensure network interfaces are assigned to appropriate zone;xccdf_org.cisecurity.benchmarks_rule_3.4.2.5_Ensure_network_interfaces_are_assigned_to_appropriate_zone;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
153;Ensure firewalld drops unnecessary services and ports;xccdf_org.cisecurity.benchmarks_rule_3.4.2.6_Ensure_firewalld_drops_unnecessary_services_and_ports;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
154;Ensure iptables are flushed with nftables;xccdf_org.cisecurity.benchmarks_rule_3.4.3.1_Ensure_iptables_are_flushed_with_nftables;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
155;Ensure an nftables table exists;xccdf_org.cisecurity.benchmarks_rule_3.4.3.2_Ensure_an_nftables_table_exists;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
156;Ensure nftables base chains exist;xccdf_org.cisecurity.benchmarks_rule_3.4.3.3_Ensure_nftables_base_chains_exist;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
157;Ensure nftables loopback traffic is configured;xccdf_org.cisecurity.benchmarks_rule_3.4.3.4_Ensure_nftables_loopback_traffic_is_configured;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
158;Ensure nftables outbound and established connections are configured;xccdf_org.cisecurity.benchmarks_rule_3.4.3.5_Ensure_nftables_outbound_and_established_connections_are_configured;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
159;Ensure nftables default deny firewall policy;xccdf_org.cisecurity.benchmarks_rule_3.4.3.6_Ensure_nftables_default_deny_firewall_policy;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
160;Ensure nftables service is enabled;xccdf_org.cisecurity.benchmarks_rule_3.4.3.7_Ensure_nftables_service_is_enabled;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
161;Ensure nftables rules are permanent;xccdf_org.cisecurity.benchmarks_rule_3.4.3.8_Ensure_nftables_rules_are_permanent;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
162;Ensure iptables default deny firewall policy;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.1_Ensure_iptables_default_deny_firewall_policy;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
163;Ensure iptables loopback traffic is configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.2_Ensure_iptables_loopback_traffic_is_configured;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
164;Ensure iptables outbound and established connections are configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.3_Ensure_iptables_outbound_and_established_connections_are_configured;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
165;Ensure iptables firewall rules exist for all open ports;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.4_Ensure_iptables_firewall_rules_exist_for_all_open_ports;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
166;Ensure iptables is enabled and active;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.5_Ensure_iptables_is_enabled_and_active;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
167;Ensure ip6tables default deny firewall policy;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.1_Ensure_ip6tables_default_deny_firewall_policy;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
168;Ensure ip6tables loopback traffic is configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.2_Ensure_ip6tables_loopback_traffic_is_configured;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
169;Ensure ip6tables outbound and established connections are configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.3_Ensure_ip6tables_outbound_and_established_connections_are_configured;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
170;Ensure ip6tables firewall rules exist for all open ports;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.4_Ensure_ip6tables_firewall_rules_exist_for_all_open_ports;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
171;Ensure ip6tables is enabled and active;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.5_Ensure_ip6tables_is_enabled_and_active;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
172;Ensure IP forwarding is disabled;xccdf_org.cisecurity.benchmarks_rule_3.1.1_Ensure_IP_forwarding_is_disabled;xccdf_org.cisecurity.benchmarks_group_3.1_Network_Parameters_Host_Only;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
173;Ensure packet redirect sending is disabled;xccdf_org.cisecurity.benchmarks_rule_3.1.2_Ensure_packet_redirect_sending_is_disabled;xccdf_org.cisecurity.benchmarks_group_3.1_Network_Parameters_Host_Only;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
174;Ensure source routed packets are not accepted;xccdf_org.cisecurity.benchmarks_rule_3.2.1_Ensure_source_routed_packets_are_not_accepted;xccdf_org.cisecurity.benchmarks_group_3.2_Network_Parameters_Host_and_Router;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
175;Ensure ICMP redirects are not accepted;xccdf_org.cisecurity.benchmarks_rule_3.2.2_Ensure_ICMP_redirects_are_not_accepted;xccdf_org.cisecurity.benchmarks_group_3.2_Network_Parameters_Host_and_Router;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
176;Ensure secure ICMP redirects are not accepted;xccdf_org.cisecurity.benchmarks_rule_3.2.3_Ensure_secure_ICMP_redirects_are_not_accepted;xccdf_org.cisecurity.benchmarks_group_3.2_Network_Parameters_Host_and_Router;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
177;Ensure suspicious packets are logged;xccdf_org.cisecurity.benchmarks_rule_3.2.4_Ensure_suspicious_packets_are_logged;xccdf_org.cisecurity.benchmarks_group_3.2_Network_Parameters_Host_and_Router;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
178;Ensure broadcast ICMP requests are ignored;xccdf_org.cisecurity.benchmarks_rule_3.2.5_Ensure_broadcast_ICMP_requests_are_ignored;xccdf_org.cisecurity.benchmarks_group_3.2_Network_Parameters_Host_and_Router;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
179;Ensure bogus ICMP responses are ignored;xccdf_org.cisecurity.benchmarks_rule_3.2.6_Ensure_bogus_ICMP_responses_are_ignored;xccdf_org.cisecurity.benchmarks_group_3.2_Network_Parameters_Host_and_Router;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
180;Ensure Reverse Path Filtering is enabled;xccdf_org.cisecurity.benchmarks_rule_3.2.7_Ensure_Reverse_Path_Filtering_is_enabled;xccdf_org.cisecurity.benchmarks_group_3.2_Network_Parameters_Host_and_Router;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
181;Ensure TCP SYN Cookies is enabled;xccdf_org.cisecurity.benchmarks_rule_3.2.8_Ensure_TCP_SYN_Cookies_is_enabled;xccdf_org.cisecurity.benchmarks_group_3.2_Network_Parameters_Host_and_Router;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
182;Ensure IPv6 router advertisements are not accepted;xccdf_org.cisecurity.benchmarks_rule_3.2.9_Ensure_IPv6_router_advertisements_are_not_accepted;xccdf_org.cisecurity.benchmarks_group_3.2_Network_Parameters_Host_and_Router;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
183;Ensure a Firewall package is installed;xccdf_org.cisecurity.benchmarks_rule_3.4.1.1_Ensure_a_Firewall_package_is_installed;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
184;Ensure firewalld service is enabled and running;xccdf_org.cisecurity.benchmarks_rule_3.4.2.1_Ensure_firewalld_service_is_enabled_and_running;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
185;Ensure iptables service is not enabled with firewalld;xccdf_org.cisecurity.benchmarks_rule_3.4.2.2_Ensure_iptables_service_is_not_enabled_with_firewalld;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
186;Ensure nftables is not enabled with firewalld;xccdf_org.cisecurity.benchmarks_rule_3.4.2.3_Ensure_nftables_is_not_enabled_with_firewalld;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
187;Ensure firewalld default zone is set;xccdf_org.cisecurity.benchmarks_rule_3.4.2.4_Ensure_firewalld_default_zone_is_set;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
188;Ensure network interfaces are assigned to appropriate zone;xccdf_org.cisecurity.benchmarks_rule_3.4.2.5_Ensure_network_interfaces_are_assigned_to_appropriate_zone;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
189;Ensure firewalld drops unnecessary services and ports;xccdf_org.cisecurity.benchmarks_rule_3.4.2.6_Ensure_firewalld_drops_unnecessary_services_and_ports;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
190;Ensure iptables are flushed with nftables;xccdf_org.cisecurity.benchmarks_rule_3.4.3.1_Ensure_iptables_are_flushed_with_nftables;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
191;Ensure an nftables table exists;xccdf_org.cisecurity.benchmarks_rule_3.4.3.2_Ensure_an_nftables_table_exists;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
192;Ensure nftables base chains exist;xccdf_org.cisecurity.benchmarks_rule_3.4.3.3_Ensure_nftables_base_chains_exist;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
193;Ensure nftables loopback traffic is configured;xccdf_org.cisecurity.benchmarks_rule_3.4.3.4_Ensure_nftables_loopback_traffic_is_configured;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
194;Ensure nftables outbound and established connections are configured;xccdf_org.cisecurity.benchmarks_rule_3.4.3.5_Ensure_nftables_outbound_and_established_connections_are_configured;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
195;Ensure nftables default deny firewall policy;xccdf_org.cisecurity.benchmarks_rule_3.4.3.6_Ensure_nftables_default_deny_firewall_policy;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
196;Ensure nftables service is enabled;xccdf_org.cisecurity.benchmarks_rule_3.4.3.7_Ensure_nftables_service_is_enabled;xccdf_org.cisecurity.benchmarks_group_3.4_Firewall_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
