Rule Title;Rule ID;Group ID;Profiles;Value Title;Value;Value ID
Ensure filesystem integrity is regularly checked;xccdf_org.cisecurity.benchmarks_rule_1.4.2_Ensure_filesystem_integrity_is_regularly_checked;xccdf_org.cisecurity.benchmarks_group_1.4_Filesystem_Integrity_Checking;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure filesystem integrity is regularly checked;enabled;xccdf_org.cisecurity.benchmarks_value_1650982_var
Ensure permissions on bootloader config are configured;xccdf_org.cisecurity.benchmarks_rule_1.5.1_Ensure_permissions_on_bootloader_config_are_configured;xccdf_org.cisecurity.benchmarks_group_1.5_Secure_Boot_Settings;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure bootloader password is set;xccdf_org.cisecurity.benchmarks_rule_1.5.2_Ensure_bootloader_password_is_set;xccdf_org.cisecurity.benchmarks_group_1.5_Secure_Boot_Settings;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure authentication required for single user mode;xccdf_org.cisecurity.benchmarks_rule_1.5.3_Ensure_authentication_required_for_single_user_mode;xccdf_org.cisecurity.benchmarks_group_1.5_Secure_Boot_Settings;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure core dumps are restricted;xccdf_org.cisecurity.benchmarks_rule_1.6.1_Ensure_core_dumps_are_restricted;xccdf_org.cisecurity.benchmarks_group_1.6_Additional_Process_Hardening;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure core dumps are restricted;^\s*fs\.suid_dumpable\s*=\s*0\s*$;xccdf_org.cisecurity.benchmarks_value_1651005_var
Ensure address space layout randomization (ASLR) is enabled;xccdf_org.cisecurity.benchmarks_rule_1.6.2_Ensure_address_space_layout_randomization_ASLR_is_enabled;xccdf_org.cisecurity.benchmarks_group_1.6_Additional_Process_Hardening;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure address space layout randomization (ASLR) is enabled;^kernel\.randomize_va_space\s+=\s+2\s*$;xccdf_org.cisecurity.benchmarks_value_1651009_var
Ensure SELinux is installed;xccdf_org.cisecurity.benchmarks_rule_1.7.1.1_Ensure_SELinux_is_installed;xccdf_org.cisecurity.benchmarks_group_1.7_Mandatory_Access_Control;Level 2 - Server, Level 2 - Workstation;;;
Ensure SELinux is not disabled in bootloader configuration;xccdf_org.cisecurity.benchmarks_rule_1.7.1.2_Ensure_SELinux_is_not_disabled_in_bootloader_configuration;xccdf_org.cisecurity.benchmarks_group_1.7_Mandatory_Access_Control;Level 2 - Server, Level 2 - Workstation;;;
Ensure SELinux policy is configured;xccdf_org.cisecurity.benchmarks_rule_1.7.1.3_Ensure_SELinux_policy_is_configured;xccdf_org.cisecurity.benchmarks_group_1.7_Mandatory_Access_Control;Level 2 - Server, Level 2 - Workstation;Ensure SELinux policy is configured;^Loaded\s+policy\s+name:\s+(targeted|mls)\s*(\s+#.*)?$;xccdf_org.cisecurity.benchmarks_value_1651022_var
Ensure the SELinux state is enforcing;xccdf_org.cisecurity.benchmarks_rule_1.7.1.4_Ensure_the_SELinux_state_is_enforcing;xccdf_org.cisecurity.benchmarks_group_1.7_Mandatory_Access_Control;Level 2 - Server, Level 2 - Workstation;Ensure the SELinux state is enforcing;^SELinux status:\s+enabled$;xccdf_org.cisecurity.benchmarks_value_1651026_var
Ensure no unconfined services exist;xccdf_org.cisecurity.benchmarks_rule_1.7.1.5_Ensure_no_unconfined_services_exist;xccdf_org.cisecurity.benchmarks_group_1.7_Mandatory_Access_Control;Level 2 - Server, Level 2 - Workstation;;;
Ensure SETroubleshoot is not installed;xccdf_org.cisecurity.benchmarks_rule_1.7.1.6_Ensure_SETroubleshoot_is_not_installed;xccdf_org.cisecurity.benchmarks_group_1.7_Mandatory_Access_Control;Level 2 - Server;;;
Ensure the MCS Translation Service (mcstrans) is not installed;xccdf_org.cisecurity.benchmarks_rule_1.7.1.7_Ensure_the_MCS_Translation_Service_mcstrans_is_not_installed;xccdf_org.cisecurity.benchmarks_group_1.7_Mandatory_Access_Control;Level 2 - Server, Level 2 - Workstation;;;
Ensure SELinux is installed;xccdf_org.cisecurity.benchmarks_rule_1.7.1.1_Ensure_SELinux_is_installed;xccdf_org.cisecurity.benchmarks_group_1.7.1_Configure_SELinux;Level 2 - Server, Level 2 - Workstation;;;
Ensure SELinux is not disabled in bootloader configuration;xccdf_org.cisecurity.benchmarks_rule_1.7.1.2_Ensure_SELinux_is_not_disabled_in_bootloader_configuration;xccdf_org.cisecurity.benchmarks_group_1.7.1_Configure_SELinux;Level 2 - Server, Level 2 - Workstation;;;
Ensure SELinux policy is configured;xccdf_org.cisecurity.benchmarks_rule_1.7.1.3_Ensure_SELinux_policy_is_configured;xccdf_org.cisecurity.benchmarks_group_1.7.1_Configure_SELinux;Level 2 - Server, Level 2 - Workstation;Ensure SELinux policy is configured;^Loaded\s+policy\s+name:\s+(targeted|mls)\s*(\s+#.*)?$;xccdf_org.cisecurity.benchmarks_value_1651022_var
Ensure the SELinux state is enforcing;xccdf_org.cisecurity.benchmarks_rule_1.7.1.4_Ensure_the_SELinux_state_is_enforcing;xccdf_org.cisecurity.benchmarks_group_1.7.1_Configure_SELinux;Level 2 - Server, Level 2 - Workstation;Ensure the SELinux state is enforcing;^SELinux status:\s+enabled$;xccdf_org.cisecurity.benchmarks_value_1651026_var
Ensure no unconfined services exist;xccdf_org.cisecurity.benchmarks_rule_1.7.1.5_Ensure_no_unconfined_services_exist;xccdf_org.cisecurity.benchmarks_group_1.7.1_Configure_SELinux;Level 2 - Server, Level 2 - Workstation;;;
Ensure SETroubleshoot is not installed;xccdf_org.cisecurity.benchmarks_rule_1.7.1.6_Ensure_SETroubleshoot_is_not_installed;xccdf_org.cisecurity.benchmarks_group_1.7.1_Configure_SELinux;Level 2 - Server;;;
Ensure the MCS Translation Service (mcstrans) is not installed;xccdf_org.cisecurity.benchmarks_rule_1.7.1.7_Ensure_the_MCS_Translation_Service_mcstrans_is_not_installed;xccdf_org.cisecurity.benchmarks_group_1.7.1_Configure_SELinux;Level 2 - Server, Level 2 - Workstation;;;
Ensure message of the day is configured properly;xccdf_org.cisecurity.benchmarks_rule_1.8.1.1_Ensure_message_of_the_day_is_configured_properly;xccdf_org.cisecurity.benchmarks_group_1.8_Warning_Banners;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure local login warning banner is configured properly;xccdf_org.cisecurity.benchmarks_rule_1.8.1.2_Ensure_local_login_warning_banner_is_configured_properly;xccdf_org.cisecurity.benchmarks_group_1.8_Warning_Banners;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure remote login warning banner is configured properly;xccdf_org.cisecurity.benchmarks_rule_1.8.1.3_Ensure_remote_login_warning_banner_is_configured_properly;xccdf_org.cisecurity.benchmarks_group_1.8_Warning_Banners;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure permissions on /etc/motd are configured;xccdf_org.cisecurity.benchmarks_rule_1.8.1.4_Ensure_permissions_on_etcmotd_are_configured;xccdf_org.cisecurity.benchmarks_group_1.8_Warning_Banners;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure permissions on /etc/issue are configured;xccdf_org.cisecurity.benchmarks_rule_1.8.1.5_Ensure_permissions_on_etcissue_are_configured;xccdf_org.cisecurity.benchmarks_group_1.8_Warning_Banners;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure permissions on /etc/issue.net are configured;xccdf_org.cisecurity.benchmarks_rule_1.8.1.6_Ensure_permissions_on_etcissue.net_are_configured;xccdf_org.cisecurity.benchmarks_group_1.8_Warning_Banners;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure GDM login banner is configured;xccdf_org.cisecurity.benchmarks_rule_1.8.2_Ensure_GDM_login_banner_is_configured;xccdf_org.cisecurity.benchmarks_group_1.8_Warning_Banners;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure message of the day is configured properly;xccdf_org.cisecurity.benchmarks_rule_1.8.1.1_Ensure_message_of_the_day_is_configured_properly;xccdf_org.cisecurity.benchmarks_group_1.8.1_Command_Line_Warning_Banners;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure local login warning banner is configured properly;xccdf_org.cisecurity.benchmarks_rule_1.8.1.2_Ensure_local_login_warning_banner_is_configured_properly;xccdf_org.cisecurity.benchmarks_group_1.8.1_Command_Line_Warning_Banners;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure remote login warning banner is configured properly;xccdf_org.cisecurity.benchmarks_rule_1.8.1.3_Ensure_remote_login_warning_banner_is_configured_properly;xccdf_org.cisecurity.benchmarks_group_1.8.1_Command_Line_Warning_Banners;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure permissions on /etc/motd are configured;xccdf_org.cisecurity.benchmarks_rule_1.8.1.4_Ensure_permissions_on_etcmotd_are_configured;xccdf_org.cisecurity.benchmarks_group_1.8.1_Command_Line_Warning_Banners;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure permissions on /etc/issue are configured;xccdf_org.cisecurity.benchmarks_rule_1.8.1.5_Ensure_permissions_on_etcissue_are_configured;xccdf_org.cisecurity.benchmarks_group_1.8.1_Command_Line_Warning_Banners;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure permissions on /etc/issue.net are configured;xccdf_org.cisecurity.benchmarks_rule_1.8.1.6_Ensure_permissions_on_etcissue.net_are_configured;xccdf_org.cisecurity.benchmarks_group_1.8.1_Command_Line_Warning_Banners;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure xinetd is not installed;xccdf_org.cisecurity.benchmarks_rule_2.1.1_Ensure_xinetd_is_not_installed;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure time synchronization is in use;xccdf_org.cisecurity.benchmarks_rule_2.2.1.1_Ensure_time_synchronization_is_in_use;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure chrony is configured;xccdf_org.cisecurity.benchmarks_rule_2.2.1.2_Ensure_chrony_is_configured;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure X Window System is not installed;xccdf_org.cisecurity.benchmarks_rule_2.2.2_Ensure_X_Window_System_is_not_installed;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server;;;
Ensure rsync service is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.3_Ensure_rsync_service_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure rsync service is not enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651081_var
Ensure Avahi Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.4_Ensure_Avahi_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure Avahi Server is not enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1658225_var
Ensure SNMP Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.5_Ensure_SNMP_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure SNMP Server is not enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651085_var
Ensure HTTP Proxy Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.6_Ensure_HTTP_Proxy_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure HTTP Proxy Server is not enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651087_var
Ensure Samba is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.7_Ensure_Samba_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure Samba is not enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651089_var
Ensure IMAP and POP3 server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.8_Ensure_IMAP_and_POP3_server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure IMAP and POP3 server is not enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651091_var
Ensure HTTP server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.9_Ensure_HTTP_server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure HTTP server is not enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651095_var
Ensure FTP Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.10_Ensure_FTP_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure FTP Server is not enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651101_var
Ensure DNS Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.11_Ensure_DNS_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure DNS Server is not enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651111_var
Ensure NFS is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.12_Ensure_NFS_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure NFS is not enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651115_var
Ensure  RPC is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.13_Ensure__RPC_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure  RPC is not enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651122_var
Ensure LDAP server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.14_Ensure_LDAP_server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure LDAP server is not enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651127_var
Ensure DHCP Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.15_Ensure_DHCP_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure DHCP Server is not enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651194_var
Ensure CUPS is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.16_Ensure_CUPS_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 2 - Workstation;Ensure CUPS is not enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651196_var
Ensure NIS Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.17_Ensure_NIS_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure NIS Server is not enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651198_var
Ensure mail transfer agent is configured for local-only mode;xccdf_org.cisecurity.benchmarks_rule_2.2.18_Ensure_mail_transfer_agent_is_configured_for_local-only_mode;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure NIS Client is not installed;xccdf_org.cisecurity.benchmarks_rule_2.3.1_Ensure_NIS_Client_is_not_installed;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure telnet client is not installed;xccdf_org.cisecurity.benchmarks_rule_2.3.2_Ensure_telnet_client_is_not_installed;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure LDAP client is not installed;xccdf_org.cisecurity.benchmarks_rule_2.3.3_Ensure_LDAP_client_is_not_installed;xccdf_org.cisecurity.benchmarks_group_2_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure xinetd is not installed;xccdf_org.cisecurity.benchmarks_rule_2.1.1_Ensure_xinetd_is_not_installed;xccdf_org.cisecurity.benchmarks_group_2.1_inetd_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure time synchronization is in use;xccdf_org.cisecurity.benchmarks_rule_2.2.1.1_Ensure_time_synchronization_is_in_use;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure chrony is configured;xccdf_org.cisecurity.benchmarks_rule_2.2.1.2_Ensure_chrony_is_configured;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure X Window System is not installed;xccdf_org.cisecurity.benchmarks_rule_2.2.2_Ensure_X_Window_System_is_not_installed;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server;;;
Ensure rsync service is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.3_Ensure_rsync_service_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure rsync service is not enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651081_var
Ensure Avahi Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.4_Ensure_Avahi_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure Avahi Server is not enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1658225_var
Ensure SNMP Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.5_Ensure_SNMP_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure SNMP Server is not enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651085_var
Ensure HTTP Proxy Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.6_Ensure_HTTP_Proxy_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure HTTP Proxy Server is not enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651087_var
Ensure Samba is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.7_Ensure_Samba_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure Samba is not enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651089_var
Ensure IMAP and POP3 server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.8_Ensure_IMAP_and_POP3_server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure IMAP and POP3 server is not enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651091_var
Ensure HTTP server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.9_Ensure_HTTP_server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure HTTP server is not enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651095_var
Ensure FTP Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.10_Ensure_FTP_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure FTP Server is not enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651101_var
Ensure DNS Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.11_Ensure_DNS_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure DNS Server is not enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651111_var
Ensure NFS is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.12_Ensure_NFS_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure NFS is not enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651115_var
Ensure  RPC is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.13_Ensure__RPC_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure  RPC is not enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651122_var
Ensure LDAP server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.14_Ensure_LDAP_server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure LDAP server is not enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651127_var
Ensure DHCP Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.15_Ensure_DHCP_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure DHCP Server is not enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651194_var
Ensure CUPS is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.16_Ensure_CUPS_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 2 - Workstation;Ensure CUPS is not enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651196_var
Ensure NIS Server is not enabled;xccdf_org.cisecurity.benchmarks_rule_2.2.17_Ensure_NIS_Server_is_not_enabled;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure NIS Server is not enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651198_var
Ensure mail transfer agent is configured for local-only mode;xccdf_org.cisecurity.benchmarks_rule_2.2.18_Ensure_mail_transfer_agent_is_configured_for_local-only_mode;xccdf_org.cisecurity.benchmarks_group_2.2_Special_Purpose_Services;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure time synchronization is in use;xccdf_org.cisecurity.benchmarks_rule_2.2.1.1_Ensure_time_synchronization_is_in_use;xccdf_org.cisecurity.benchmarks_group_2.2.1_Time_Synchronization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure chrony is configured;xccdf_org.cisecurity.benchmarks_rule_2.2.1.2_Ensure_chrony_is_configured;xccdf_org.cisecurity.benchmarks_group_2.2.1_Time_Synchronization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure NIS Client is not installed;xccdf_org.cisecurity.benchmarks_rule_2.3.1_Ensure_NIS_Client_is_not_installed;xccdf_org.cisecurity.benchmarks_group_2.3_Service_Clients;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure telnet client is not installed;xccdf_org.cisecurity.benchmarks_rule_2.3.2_Ensure_telnet_client_is_not_installed;xccdf_org.cisecurity.benchmarks_group_2.3_Service_Clients;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure LDAP client is not installed;xccdf_org.cisecurity.benchmarks_rule_2.3.3_Ensure_LDAP_client_is_not_installed;xccdf_org.cisecurity.benchmarks_group_2.3_Service_Clients;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure IP forwarding is disabled;xccdf_org.cisecurity.benchmarks_rule_3.1.1_Ensure_IP_forwarding_is_disabled;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure IP forwarding is disabled;net.ipv6.conf.all.forwarding=0;xccdf_org.cisecurity.benchmarks_value_1659006_var
Ensure packet redirect sending is disabled;xccdf_org.cisecurity.benchmarks_rule_3.1.2_Ensure_packet_redirect_sending_is_disabled;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure packet redirect sending is disabled;net.ipv4.conf.all.send_redirects=0;xccdf_org.cisecurity.benchmarks_value_1651216_var
Ensure source routed packets are not accepted;xccdf_org.cisecurity.benchmarks_rule_3.2.1_Ensure_source_routed_packets_are_not_accepted;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure source routed packets are not accepted;net.ipv4.conf.all.accept_source_route=0;xccdf_org.cisecurity.benchmarks_value_1651223_var
Ensure ICMP redirects are not accepted;xccdf_org.cisecurity.benchmarks_rule_3.2.2_Ensure_ICMP_redirects_are_not_accepted;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure ICMP redirects are not accepted;net.ipv4.conf.all.accept_redirects=0;xccdf_org.cisecurity.benchmarks_value_1651233_var
Ensure secure ICMP redirects are not accepted;xccdf_org.cisecurity.benchmarks_rule_3.2.3_Ensure_secure_ICMP_redirects_are_not_accepted;xccdf_org.cisecurity.benchmarks_group_3_Network_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure secure ICMP redirects are not accepted;net.ipv4.conf.all.secure_redirects=0;xccdf_org.cisecurity.benchmarks_value_1651240_var
